id,categoria,codigo,descripcion,unidad,precio_base,precio_material,precio_mano_obra
542,COCINA,KIT-APP-CON-RGE,"Estufa Electrica - Solo conexion de unidad nueva: instalacion de kit antivuelco en piso, sujecion de cordon 240V y nivelacion",EA,58.0,0.0,0.0
543,COCINA,KIT-APP-RST-RGG,"Estufa Gas - Cierre de llave, desacople de manguera flexible, retiro temporal y reinstalacion con prueba de hermeticidad (Detach & Reset)",EA,132.0,0.0,0.0
544,COCINA,KIT-APP-REM-RGG,"Estufa Gas - Cierre seguro de valvula de gas, desacople y desecho de manguera vieja y retiro del artefacto (Remove only)",EA,46.0,0.0,0.0
545,COCINA,KIT-APP-CON-RGG,"Estufa Gas - Solo conexion de unidad nueva: linea flexible certificada amarilla, sellador de rosca de gas y prueba de burbujas",EA,88.0,0.0,0.0
546,COCINA,KIT-APP-RST-CKT,"Parrilla Cooktop - Desempotre de encimera, desconexion electrica/gas, resguardo y reinstalacion sellada con empaque (Detach & Reset)",EA,148.0,0.0,0.0
547,COCINA,KIT-APP-REM-CKT,"Parrilla Cooktop - Desconexion de suministro, aflojado de mordazas inferiores bajo cubierta y extraccion (Remove only)",EA,48.0,0.0,0.0
548,COCINA,KIT-APP-CON-CKT,"Parrilla Cooktop - Solo instalacion en vano preparado: fijacion con clips bajo tope, junta perimetral y enlace electrico o linea de gas",EA,98.0,0.0,0.0
549,COCINA,KIT-APP-RST-OVN,"Horno de Pared - Retiro frontal de nicho de gabinete, desconexion de conducto flexible 240V y reinstalacion (Detach & Reset)",EA,225.0,0.0,0.0
550,COCINA,KIT-APP-REM-OVN,"Horno de Pared - Desatornillado perimetral de bastidor, desconexion en caja de paso y extraccion con maniobra (Remove only)",EA,65.0,0.0,0.0
551,COCINA,KIT-APP-CON-OVN,"Horno de Pared - Solo izado y conexion de equipo nuevo: calce en vano, enlace electrico 240V y sujecion frontal",EA,165.0,0.0,0.0
552,COCINA,KIT-APP-RST-HOD,"Campana Pared - Desmonte de tiros de chimenea, ducto y cables para azulejo de pared y reposicion calibrada (Detach & Reset)",EA,195.0,0.0,0.0
553,COCINA,KIT-APP-REM-HOD,"Campana Pared - Desconexion de tiro forzado, linea electrica, remocion de soportes y desecho (Remove only)",EA,45.0,0.0,0.0
554,COCINA,KIT-APP-CON-HOD,"Campana Pared - Solo instalacion de unidad nueva: anclaje de soporte a pared, montaje de motor, empate a ducto exterior y molduras",EA,148.0,0.0,0.0
555,COCINA,KIT-APP-RST-HDI,"Campana Isla - Descenso de estructura suspendida de techo, desacople de tiro y cables y recolocacion posterior (Detach & Reset)",EA,285.0,0.0,0.0
556,COCINA,KIT-APP-REM-HDI,"Campana Isla - Desconexion electrica en cielo, desanclaje de bastidor suspendido y retiro completo (Remove only)",EA,65.0,0.0,0.0
557,COCINA,KIT-APP-CON-HDI,"Campana Isla - Solo instalacion de unidad nueva: refuerzo en viguetas de cielo, montaje telescopico, ducto y enlace",EA,228.0,0.0,0.0
558,COCINA,KIT-APP-RST-DSP,"Triturador Basura - Desacople de anillo bajo tarja, desconexion sanitaria y electrica y reinstalacion sellada (Detach & Reset)",EA,158.0,0.0,0.0
559,COCINA,KIT-APP-REM-DSP,"Triturador Basura - Desacople rapido, desconexion de cable y tuberia sanitaria y desecho (Remove only)",EA,45.0,0.0,0.0
560,COCINA,KIT-APP-CON-DSP,"Triturador Basura - Solo instalacion de motor nuevo: montaje de brida con masilla de plomero, conexion a trampa P y corriente",EA,118.0,0.0,0.0
561,COCINA,KIT-APP-RST-CMP,"Compactador Basura - Extraccion de nicho bajo tope, desconexion electrica y reposicion con anclaje a muebles (Detach & Reset)",EA,145.0,0.0,0.0
562,COCINA,KIT-APP-REM-CMP,"Compactador Basura - Desatornillado lateral, desconexion y desalojo de equipo (Remove only)",EA,42.0,0.0,0.0
563,COCINA,KIT-APP-CON-CMP,"Compactador Basura - Solo calce en hueco bajo encimera, fijacion perimetral y conexion electrica",EA,92.0,0.0,0.0
564,COCINA,KIT-APP-RST-WIN,Enfriador Vino - Desconexión y retiro fuera de área de trabajo para pisos/muebles y recolocación calibrada (Detach & Reset),EA,85.0,0.0,0.0
565,COCINA,KIT-APP-REM-WIN,Enfriador Vino - Desconexion y retiro fuera del inmueble para reciclaje (Remove only),EA,35.0,0.0,0.0
566,COCINA,KIT-APP-CON-WIN,Enfriador Vino - Solo puesta en sitio de unidad nueva: nivelacion milimetrica bajo cubierta y puesta en marcha,EA,65.0,0.0,0.0
567,COCINA,KIT-PLM-INS-SKU,"Fregadero Bajo Tope - Instalacion, anclaje con clips epoxicos bajo cubierta y sellado perimetral con silicon 100%",EA,115.0,0.0,0.0
568,COCINA,KIT-PLM-REM-SKU,"Fregadero Bajo Tope - Corte de sellos de silicon, retiro de anclajes inferiores, desmonte y retiro",EA,45.0,0.0,0.0
569,COCINA,KIT-PLM-RST-SKU,"Fregadero Bajo Tope - Desprender con cuidado para cambio de encimera, limpiar bordes y reanclar con sellador nuevo",EA,165.0,0.0,0.0
570,COCINA,KIT-PLM-INS-SKD,"Fregadero Sobre Tope - Encastre en vano de encimera, ajuste con grapas de tension y cordon perimetral antihumedad",EA,85.0,0.0,0.0
571,COCINA,KIT-PLM-REM-SKD,"Fregadero Sobre Tope - Desmonte de grapas inferiores, corte de sello y retiro de fregadero existente",EA,38.0,0.0,0.0
572,COCINA,KIT-PLM-RST-SKD,Fregadero Sobre Tope - Retiro temporal durante instalacion de encimera y recolocacion hermetica con grapas,EA,125.0,0.0,0.0
573,COCINA,KIT-PLM-INS-SKF,"Fregadero Farmhouse - Refuerzo de bastidor de madera en gabinete base, asentado a nivel y calafateo estructural",EA,185.0,0.0,0.0
574,COCINA,KIT-PLM-REM-SKF,"Fregadero Farmhouse - Descalzado de soportes de madera interiores, corte de sellos y extraccion con maniobra pesada",EA,65.0,0.0,0.0
575,COCINA,KIT-PLM-RST-SKF,Fregadero Farmhouse - Desmonte cuidadoso durante remodelacion y reinstalacion ajustando altura con nueva cubierta,EA,245.0,0.0,0.0
576,COCINA,KIT-PLM-INS-FAU,"Grifo de Cocina - Instalacion de llave monomando o con rociador pull-down, arandela de fijacion y flexibles a llaves de paso",EA,85.0,0.0,0.0
577,COCINA,KIT-PLM-REM-FAU,"Grifo de Cocina - Cierre de llaves de paso, desconexion de mangueras trenzadas y retiro de grifo viejo",EA,32.0,0.0,0.0
578,COCINA,KIT-PLM-RST-FAU,Grifo de Cocina - Desmonte de llave para cambio de tope/fregadero y reinstalacion con empaques nuevos probada,EA,115.0,0.0,0.0
579,COCINA,KIT-PLM-INS-STP,Valvula de Paso - Suministro e instalacion de llave de corte angular de 1/4 de vuelta de compresion o crimpado PEX,EA,42.0,0.0,0.0
580,COCINA,KIT-PLM-REP-STP,Valvula de Paso - Sustitucion de 2 llaves de paso angulares de agua fria y caliente bajo fregadero,PAIR,78.0,0.0,0.0
581,COCINA,KIT-PLM-INS-ICM,Linea Fabrica de Hielo - Suministro e instalacion de caja empotrada Ice Maker Box con llave de 1/4 vuelta y tubo PEX,EA,145.0,0.0,0.0
582,COCINA,KIT-PLM-RUN-ICM,Linea Fabrica de Hielo - Tendido de linea de tuberia flexible PEX/Cobre de 1/4 pulg desde fregadero hasta refrigerador,LF,4.5,0.0,0.0
583,COCINA,KIT-PLM-INS-PTR,Desague Fregadero - Ensamble e instalacion de trampa sanitaria P-Trap y extension de desague de PVC blanco o negro,EA,58.0,0.0,0.0
584,COCINA,KIT-PLM-RST-PTR,Desague Fregadero - Desacople de trampa de drenaje para obra y reensamble con tuercas y empaques nuevos de friccion,EA,45.0,0.0,0.0
585,COCINA,KIT-PLM-INS-STR,Canasta Fregadero - Instalacion de contracanasta (Basket strainer) con masilla de plomero y empaque de presion,EA,38.0,0.0,0.0
586,COCINA,KIT-PLM-INS-AIR,Espacio de Aire - Instalacion de brecha de aire (Air Gap) para lavavajillas sobre tope con mangueras de derivacion,EA,45.0,0.0,0.0
587,COCINA,KIT-PLM-INS-POT,Llave Pot Filler - Montaje y enrosque de grifo articulado para llenado de ollas a niple de pared con prueba de presion,EA,145.0,0.0,0.0
588,COCINA,KIT-PLM-RST-POT,Llave Pot Filler - Desmonte temporal de grifo articulado durante enchapado de backsplash y recolocacion nivelada,EA,85.0,0.0,0.0
589,COCINA,KIT-PLM-INS-ROF,"Osmosis Inversa - Instalacion completa de sistema purificador de 5 etapas: membrana, tanque, derivacion y llave auxiliar",EA,165.0,0.0,0.0
590,COCINA,KIT-PLM-RST-ROF,Osmosis Inversa - Desconexion de modulo purificador y tanque para remodelacion y reconexion final verificando sellos,EA,95.0,0.0,0.0
591,COCINA,KIT-PLM-INS-SKU,"Fregadero Bajo Tope - Instalacion, anclaje con clips epoxicos bajo cubierta y sellado perimetral con silicon 100%",EA,115.0,0.0,0.0
592,COCINA,KIT-PLM-REM-SKU,"Fregadero Bajo Tope - Corte de sellos de silicon, retiro de anclajes inferiores, desmonte y retiro",EA,45.0,0.0,0.0
593,COCINA,KIT-PLM-RST-SKU,"Fregadero Bajo Tope - Desprender con cuidado para cambio de encimera, limpiar bordes y reanclar con sellador nuevo",EA,165.0,0.0,0.0
594,COCINA,KIT-PLM-INS-SKD,"Fregadero Sobre Tope - Encastre en vano de encimera, ajuste con grapas de tension y cordon perimetral antihumedad",EA,85.0,0.0,0.0
595,COCINA,KIT-PLM-REM-SKD,"Fregadero Sobre Tope - Desmonte de grapas inferiores, corte de sello y retiro de fregadero existente",EA,38.0,0.0,0.0
596,COCINA,KIT-PLM-RST-SKD,Fregadero Sobre Tope - Retiro temporal durante instalacion de encimera y recolocacion hermetica con grapas,EA,125.0,0.0,0.0
597,COCINA,KIT-PLM-INS-SKF,"Fregadero Farmhouse - Refuerzo de bastidor de madera en gabinete base, asentado a nivel y calafateo estructural",EA,185.0,0.0,0.0
598,COCINA,KIT-PLM-REM-SKF,"Fregadero Farmhouse - Descalzado de soportes de madera interiores, corte de sellos y extraccion con maniobra pesada",EA,65.0,0.0,0.0
599,COCINA,KIT-PLM-RST-SKF,Fregadero Farmhouse - Desmonte cuidadoso durante remodelacion y reinstalacion ajustando altura con nueva cubierta,EA,245.0,0.0,0.0
600,COCINA,KIT-PLM-INS-FAU,"Grifo de Cocina - Instalacion de llave monomando o con rociador pull-down, arandela de fijacion y flexibles a llaves de paso",EA,85.0,0.0,0.0
601,COCINA,KIT-PLM-REM-FAU,"Grifo de Cocina - Cierre de llaves de paso, desconexion de mangueras trenzadas y retiro de grifo viejo",EA,32.0,0.0,0.0
602,COCINA,KIT-PLM-RST-FAU,Grifo de Cocina - Desmonte de llave para cambio de tope/fregadero y reinstalacion con empaques nuevos probada,EA,115.0,0.0,0.0
603,COCINA,KIT-PLM-INS-STP,Valvula de Paso - Suministro e instalacion de llave de corte angular de 1/4 de vuelta de compresion o crimpado PEX,EA,42.0,0.0,0.0
604,COCINA,KIT-PLM-REP-STP,Valvula de Paso - Sustitucion de 2 llaves de paso angulares de agua fria y caliente bajo fregadero,PAIR,78.0,0.0,0.0
605,COCINA,KIT-PLM-INS-ICM,Linea Fabrica de Hielo - Suministro e instalacion de caja empotrada Ice Maker Box con llave de 1/4 vuelta y tubo PEX,EA,145.0,0.0,0.0
606,COCINA,KIT-PLM-RUN-ICM,Linea Fabrica de Hielo - Tendido de linea de tuberia flexible PEX/Cobre de 1/4 pulg desde fregadero hasta refrigerador,LF,4.5,0.0,0.0
607,COCINA,KIT-PLM-INS-PTR,Desague Fregadero - Ensamble e instalacion de trampa sanitaria P-Trap y extension de desague de PVC blanco o negro,EA,58.0,0.0,0.0
608,COCINA,KIT-PLM-RST-PTR,Desague Fregadero - Desacople de trampa de drenaje para obra y reensamble con tuercas y empaques nuevos de friccion,EA,45.0,0.0,0.0
609,COCINA,KIT-PLM-INS-STR,Canasta Fregadero - Instalacion de contracanasta (Basket strainer) con masilla de plomero y empaque de presion,EA,38.0,0.0,0.0
610,COCINA,KIT-PLM-INS-AIR,Espacio de Aire - Instalacion de brecha de aire (Air Gap) para lavavajillas sobre tope con mangueras de derivacion,EA,45.0,0.0,0.0
611,COCINA,KIT-PLM-INS-POT,Llave Pot Filler - Montaje y enrosque de grifo articulado para llenado de ollas a niple de pared con prueba de presion,EA,145.0,0.0,0.0
612,COCINA,KIT-PLM-RST-POT,Llave Pot Filler - Desmonte temporal de grifo articulado durante enchapado de backsplash y recolocacion nivelada,EA,85.0,0.0,0.0
613,COCINA,KIT-PLM-INS-ROF,"Osmosis Inversa - Instalacion completa de sistema purificador de 5 etapas: membrana, tanque, derivacion y llave auxiliar",EA,165.0,0.0,0.0
614,COCINA,KIT-PLM-RST-ROF,Osmosis Inversa - Desconexion de modulo purificador y tanque para remodelacion y reconexion final verificando sellos,EA,95.0,0.0,0.0
615,COCINA,KIT-ELE-INS-GFC,Electricidad Toma - Suministro e instalacion de tomacorriente GFCI de 20A resistente a manipulacion (Tamper-Resistant),EA,58.0,0.0,0.0
616,COCINA,KIT-ELE-RST-GFC,Electricidad Toma - Desmonte temporal de tomacorriente GFCI para instalacion de backsplash y recolocacion con placa,EA,32.0,0.0,0.0
617,COCINA,KIT-ELE-INS-REC,Electricidad Toma - Suministro e instalacion de receptaculo duplex estandar de 15A/20A para pared o isla,EA,38.0,0.0,0.0
618,COCINA,KIT-ELE-RST-REC,"Electricidad Toma - Desmonte de tomacorriente estandar para obra, proteccion de cables y reinstalacion",EA,26.0,0.0,0.0
619,COCINA,KIT-ELE-INS-EXT,Electricidad Toma - Instalacion de anillo de extension de caja electrica (Box extender / spark ring) para compensar espesor de azulejo,EA,18.0,0.0,0.0
620,COCINA,KIT-ELE-INS-POP,Electricidad Toma - Perforacion e instalacion de estacion retractil motorizada o manual pop-up con USB en cubierta de isla,EA,95.0,0.0,0.0
621,COCINA,KIT-ELE-INS-R40,Electricidad 240V - Suministro e instalacion de caja y receptaculo superficial o empotrado de 4 polos 50A para estufa (NEMA 14-50R),EA,125.0,0.0,0.0
622,COCINA,KIT-ELE-RST-R40,Electricidad 240V - Desmonte y recolocacion de toma de 240V ajustando altura tras colocacion de nuevo piso o gabinete,EA,65.0,0.0,0.0
623,COCINA,KIT-ELE-INS-CKT,Electricidad 240V - Instalacion de caja de conexion directa con conducto flexible para parrilla electrica/cooktop de 30A/40A,EA,115.0,0.0,0.0
624,COCINA,KIT-ELE-INS-OVN,Electricidad 240V - Instalacion de caja de conexion dedicada para horno empotrado simple o doble wall oven,EA,120.0,0.0,0.0
625,COCINA,KIT-ELE-CON-DSH,Electricidad Electrodomestico - Tendido de cable Romex 12/2 y conexion en caja de bornes de lavavajillas con switch de desconexion,EA,75.0,0.0,0.0
626,COCINA,KIT-ELE-CON-DSP,Electricidad Electrodomestico - Cableado de tomacorriente bajo fregadero con interruptor en pared para triturador,EA,85.0,0.0,0.0
627,COCINA,KIT-ELE-CON-HOD,Electricidad Electrodomestico - Conduccion de linea de alimentacion y conexion directa en caja de campana extractora,EA,68.0,0.0,0.0
628,COCINA,KIT-ELE-CON-MIC,Electricidad Electrodomestico - Instalacion de tomacorriente dedicado de 20A dentro de gabinete aereo para microondas OTR,EA,72.0,0.0,0.0
629,COCINA,KIT-ELE-INS-WFR,Iluminacion - Perforacion en cielo raso e instalacion de lampara empotrada tipo Wafer LED extraplana de 4 o 6 pulg,EA,75.0,0.0,0.0
630,COCINA,KIT-ELE-RST-WFR,Iluminacion - Desmonte de lampara empotrada durante reparacion o pintura de cielo raso y recolocacion,EA,28.0,0.0,0.0
631,COCINA,KIT-ELE-INS-PND,"Iluminacion - Montaje, suspension nivelada y conexion de lampara colgante decorativa (Pendant light) sobre barra o isla",EA,95.0,0.0,0.0
632,COCINA,KIT-ELE-RST-PND,Iluminacion - Descolgado de lampara colgante para pintura o proteccion y reposicion calibrando altura de caida,EA,55.0,0.0,0.0
633,COCINA,KIT-ELE-INS-LED,Iluminacion - Instalacion de tira continua de luz LED de trabajo bajo gabinete superior con difusor de canal de aluminio,LF,16.5,0.0,0.0
634,COCINA,KIT-ELE-INS-TRF,Iluminacion - Montaje y cableado de transformador / driver regulable oculto dentro de gabinete para iluminacion LED,EA,85.0,0.0,0.0
635,COCINA,KIT-ELE-INS-PLK,Iluminacion - Suministro e instalacion de lampara de disco individual tipo Puck Light bajo mueble alto,EA,35.0,0.0,0.0
636,COCINA,KIT-ELE-INS-SGL,Electricidad Control - Instalacion de interruptor basculante unipolar tipo Decora para control de luz o triturador,EA,32.0,0.0,0.0
637,COCINA,KIT-ELE-INS-3WY,Electricidad Control - Suministro e instalacion de switch de 3 vias (3-Way) para control de iluminacion desde 2 accesos,EA,42.0,0.0,0.0
638,COCINA,KIT-ELE-INS-DMR,Electricidad Control - Suministro e instalacion de interruptor dimmer electronico regulable compatible con luces LED,EA,58.0,0.0,0.0
639,COCINA,KIT-ELE-RST-SWT,Electricidad Control - Desmonte de placas e interruptores durante aplicacion de pintura o enchapado y reinstalacion,EA,22.0,0.0,0.0
640,COCINA,KIT-ELE-RUN-120,Electricidad Circuito - Tirada de cable Romex 12/2 NM-B con breaker nuevo de 20A en panel principal hasta cocina (Home Run),EA,265.0,0.0,0.0
641,COCINA,KIT-ELE-RUN-240,Electricidad Circuito - Tirada de cable Romex 6/3 o 8/3 para circuito de 240V con breaker bipolar de 40A/50A en tablero,EA,385.0,0.0,0.0
642,COCINA,KIT-ELE-ADD-BRK,Electricidad Tablero - Suministro e instalacion de breaker individual AFCI/GFCI de 20A en panel electrico para cumplir codigo,EA,95.0,0.0,0.0
643,COCINA,KIT-BAK-DEM-TIL,Backsplash Prep - Retiro cuidadoso de salpicadero de azulejo existente y rasqueteado de mortero seco en pared,SF,4.5,0.0,0.0
644,COCINA,KIT-BAK-DEM-DRY,Backsplash Prep - Corte y remocion de drywall danado por pegamento y colocacion de hoja nueva de yeso o panel de cemento,SF,6.25,0.0,0.0
645,COCINA,KIT-BAK-PRE-PRM,Backsplash Prep - Aplicacion de imprimante promotor de adherencia o compuesto de nivelacion rapida sobre pared irregular,SF,1.35,0.0,0.0
646,COCINA,KIT-BAK-INS-SUB,Backsplash Azulejo - Colocacion de azulejo rectangular tipo metro (Subway Tile 3x6 o 4x8) en patron trabado tradicional,SF,14.5,0.0,0.0
647,COCINA,KIT-BAK-INS-MSC,"Backsplash Mosaico - Colocacion de laminas de mosaico en malla (vidrio, ceramica, marmol o acero) con mortero fino blanco",SF,16.5,0.0,0.0
648,COCINA,KIT-BAK-INS-LRG,Backsplash Porcelanato - Colocacion de piezas de gran formato rectificadas (12x24 o paneles) con separadores autonivelantes,SF,15.0,0.0,0.0
649,COCINA,KIT-BAK-INS-NAT,"Backsplash Piedra - Colocacion de piedra natural porosa (Travertino, Marmol o Pizarra) con doble encolado en pared",SF,18.0,0.0,0.0
650,COCINA,KIT-BAK-INS-HRN,Backsplash Patron - Instalacion en diseno de espiga (Herringbone) a 45 o 90 grados con cortes perimetrales de precision,SF,19.5,0.0,0.0
651,COCINA,KIT-BAK-INS-CHV,Backsplash Patron - Instalacion de azulejo en patron Chevron con cortes angulares biselados continuos,SF,21.0,0.0,0.0
652,COCINA,KIT-BAK-INS-HEX,Backsplash Patron - Colocacion de piezas hexagonales o disenos geometricos especiales con ajuste perimetral,SF,18.5,0.0,0.0
653,COCINA,KIT-BAK-INS-MED,Backsplash Detalle - Enmarcado e instalacion de recuadro decorativo focal sobre la estufa (Feature framed mural),EA,175.0,0.0,0.0
654,COCINA,KIT-BAK-TRM-MTL,Backsplash Remate - Suministro e instalacion de perfil metalico decorativo de terminacion tipo Schluter Jolly o Quadec,LF,4.5,0.0,0.0
655,COCINA,KIT-BAK-TRM-BUL,Backsplash Remate - Instalacion de moldura de acabado ceramico redondeado (Bullnose tile) o listelo de lapiz (Pencil trim),LF,6.0,0.0,0.0
656,COCINA,KIT-BAK-GRT-STD,"Backsplash Lechada - Emboquillado, lavado y pulido final de junta con fragua regular sin arena sellada",SF,1.45,0.0,0.0
657,COCINA,KIT-BAK-GRT-EPX,Backsplash Lechada - Aplicacion especializada y lavado de lechada epoxica impermeable 100% resistente a grasa y manchas,SF,3.85,0.0,0.0
658,COCINA,KIT-BAK-CAU-SIL,Backsplash Sellado - Aplicacion de cordon de silicon sanitario elastico 100% de color a juego en union entre tope y pared,LF,2.25,0.0,0.0
659,COCINA,KIT-BAK-SEA-TIL,Backsplash Sellado - Aplicacion de 2 manos de sellador penetrante antimanchas para piedra natural y lechada en muro,SF,1.1,0.0,0.0
660,COCINA,KIT-BAK-REP-SGL,"Backsplash Reparacion - Extraccion limpia de pieza o tesela quebrada, limpieza de mortero y reposicion con fragua a juego",EA,45.0,0.0,0.0
661,COCINA,KIT-BAK-REP-REG,Backsplash Reparacion - Vaciado de lechada danada o descolorida alrededor de estufa y rellenado con fragua nueva sellada,SF,3.25,0.0,0.0
662,ELECTRICIDAD,INT-ELE-INS-REC,Electricidad Tomas - Suministro e instalacion de tomacorriente duplex 15A resistente a manipulacion (Tamper-Resistant),EA,36.0,0.0,0.0
663,ELECTRICIDAD,INT-ELE-INS-GFC,Electricidad Tomas - Suministro e instalacion de receptaculo GFCI de 15A/20A para areas humedas con autodiagnostico,EA,56.0,0.0,0.0
664,ELECTRICIDAD,INT-ELE-INS-USB,Electricidad Tomas - Suministro e instalacion de tomacorriente duplex con puertos de carga rapida USB A y C integrados,EA,48.0,0.0,0.0
665,ELECTRICIDAD,INT-ELE-INS-DRY,Electricidad 240V - Suministro e instalacion de receptaculo de 30A a 4 polos para secadora de ropa en pared (NEMA 14-30R),EA,115.0,0.0,0.0
666,ELECTRICIDAD,INT-ELE-RST-DEV,Electricidad Tomas - Desmonte de tomacorriente/placa para pintura o drywall y reconexion final verificando polaridad,EA,22.0,0.0,0.0
667,ELECTRICIDAD,INT-ELE-REP-BOX,Electricidad Reparacion - Sustitucion de caja de registro plastica/metalica suelta por caja de remodelacion (Old work box),EA,38.0,0.0,0.0
668,ELECTRICIDAD,INT-ELE-INS-SW1,Electricidad Switch - Suministro e instalacion de interruptor basculante unipolar basico o tipo Decora de 15A,EA,32.0,0.0,0.0
669,ELECTRICIDAD,INT-ELE-INS-SW3,Electricidad Switch - Suministro e instalacion de interruptor de tres vias (3-Way) para control de escaleras o pasillos,EA,42.0,0.0,0.0
670,ELECTRICIDAD,INT-ELE-INS-SW4,Electricidad Switch - Suministro e instalacion de interruptor de cuatro vias (4-Way) para control de luz desde tres accesos,EA,52.0,0.0,0.0
671,ELECTRICIDAD,INT-ELE-INS-DMR,Electricidad Switch - Suministro e instalacion de atenuador (Dimmer) electronico digital deslizable compatible con LED,EA,58.0,0.0,0.0
672,ELECTRICIDAD,INT-ELE-INS-SMT,Electricidad Switch - Suministro e instalacion de interruptor inteligente Wi-Fi empotrado compatible con aplicaciones moviles,EA,78.0,0.0,0.0
673,ELECTRICIDAD,INT-ELE-RST-SWT,Electricidad Switch - Desmonte temporal de interruptor durante obra y reinstalacion con ajuste de plomada,EA,22.0,0.0,0.0
674,ELECTRICIDAD,INT-ELE-INS-WFR,"Iluminacion - Perforacion en yeso, instalacion de lampara ultraplana Wafer LED de 4 o 6 pulg con caja de empalme integrada",EA,68.0,0.0,0.0
675,ELECTRICIDAD,INT-ELE-RTR-LED,Iluminacion - Conversion retrofit de bote antiguo de 6 pulg a modulo LED decorativo sin cambiar caja en cielo,EA,32.0,0.0,0.0
676,ELECTRICIDAD,INT-ELE-INS-FLS,"Iluminacion - Montaje, armado y conexion de plafon superficial o lampara de cielo (Flush / Semi-flush mount)",EA,75.0,0.0,0.0
677,ELECTRICIDAD,INT-ELE-RST-LGT,Iluminacion - Descolgado de lampara superficial para enlucido o pintura de cielo y recolocacion posterior,EA,45.0,0.0,0.0
678,ELECTRICIDAD,INT-ELE-INS-CHD,Iluminacion - Armado y suspension de candelabro decorativo estandar (Chandelier) hasta 10 pies de altura,EA,165.0,0.0,0.0
679,ELECTRICIDAD,INT-ELE-INS-CHH,Iluminacion - Montaje de candelabro de gran tamano o doble altura (mas de 12 pies) con andamiaje de seguridad,EA,320.0,0.0,0.0
680,ELECTRICIDAD,INT-ELE-INS-VAN,Iluminacion - Montaje y nivelacion de barra de luz decorativa de 2 a 4 luces sobre espejo de bano (Vanity light bar),EA,85.0,0.0,0.0
681,ELECTRICIDAD,INT-ELE-INS-FAN,"Ventilacion - Armado, balanceo de aspas y montaje de ventilador de techo (Ceiling Fan) en caja certificada para ventilador",EA,135.0,0.0,0.0
682,ELECTRICIDAD,INT-ELE-BOX-FAN,Ventilacion - Suministro e instalacion de barra de soporte estructural y caja octagonal reforzada para ventilador (Fan brace box),EA,85.0,0.0,0.0
683,ELECTRICIDAD,INT-ELE-RST-FAN,Ventilacion - Descolgado de ventilador de techo durante reparacion o acabado de cielo raso y reinstalacion balanceada,EA,95.0,0.0,0.0
684,ELECTRICIDAD,INT-ELE-INS-EXH,Ventilacion - Suministro e instalacion de extractor de bano estandar empotrado en cielo raso con conexion a ducto,EA,145.0,0.0,0.0
685,ELECTRICIDAD,INT-ELE-INS-EXL,Ventilacion - Instalacion de extractor de bano silencioso con lampara LED integrada y sensor de humedad/luz,EA,175.0,0.0,0.0
686,ELECTRICIDAD,INT-ELE-RST-EXH,Ventilacion - Desmonte de rejilla y motor de extractor para acabados de cielo y recolocacion probada,EA,55.0,0.0,0.0
687,ELECTRICIDAD,INT-ELE-INS-SMK,Seguridad - Instalacion de detector de humo cableado a 120V interconectado con bateria de respaldo de litio (Hardwired),EA,58.0,0.0,0.0
688,ELECTRICIDAD,INT-ELE-INS-COM,Seguridad - Instalacion de detector combinado de humo y monoxido de carbono (Smoke/CO) cableado interconectado,EA,72.0,0.0,0.0
689,ELECTRICIDAD,INT-ELE-RST-SMK,Seguridad - Retiro temporal de cabezal de detector para pintura con protector de polvo y reconexion funcional,EA,18.0,0.0,0.0
690,ELECTRICIDAD,INT-ELE-RUN-15A,Cableado - Tendido de cable Romex 14/2 NM-B a traves de entramado abierto de madera o viguetas por pie lineal,LF,2.1,0.0,0.0
691,ELECTRICIDAD,INT-ELE-RUN-20A,Cableado - Tendido de cable Romex 12/2 NM-B para circuito de tomas generales por pie lineal,LF,2.45,0.0,0.0
692,ELECTRICIDAD,INT-ELE-FSH-WLL,Cableado - Pesca de cable Romex a traves de cavidades de drywall cerrado sin demolicion destructiva por tramo,EA,85.0,0.0,0.0
693,ELECTRICIDAD,INT-ELE-RUN-CIR,Circuito Nuevo - Tendido completo de circuito nuevo de 15A/20A desde panel principal hasta habitacion (Home run),EA,245.0,0.0,0.0
694,ELECTRICIDAD,INT-ELE-INS-BRK,Panel Electrico - Suministro e instalacion de breaker estandar monopolar de 15A o 20A en tablero de distribucion,EA,48.0,0.0,0.0
695,ELECTRICIDAD,INT-ELE-INS-BAF,Panel Electrico - Suministro e instalacion de breaker moderno de arco electrico (AFCI/GFCI dual function) de 15A o 20A,EA,98.0,0.0,0.0
696,ELECTRICIDAD,INT-ELE-REP-GND,Electricidad Reparacion - Correccion de falta de tierra o polaridad invertida en circuito de tomacorrientes,EA,35.0,0.0,0.0
697,HVAC,HVC-CND-INS-2T,HVAC Condensador - Suministro e instalacion de condensador de aire acondicionado exterior de 2 a 2.5 Toneladas 14-15 SEER,EA,2850.0,0.0,0.0
698,HVAC,HVC-CND-INS-3T,HVAC Condensador - Suministro e instalacion de condensador de aire acondicionado exterior de 3 a 3.5 Toneladas 14-15 SEER,EA,3450.0,0.0,0.0
699,HVAC,HVC-CND-INS-4T,HVAC Condensador - Suministro e instalacion de condensador exterior de alta capacidad 4 a 5 Toneladas,EA,4200.0,0.0,0.0
700,HVAC,HVC-CND-RST-ALL,"HVAC Condensador - Recuperacion de refrigerante con maquina, desconexion electrica, retiro para obra exterior y reinstalacion con vacio y recarga (Detach & Reset)",EA,485.0,0.0,0.0
